event_id,n_imgs,has_target,n_det,in_sidewalk_any,in_bike_lane_any,in_roadway_any,dominant_space,wrong_way,direction,cos_to_flow
79,2,True,1.0,False,False,True,roadway,,,
80,1,True,1.0,False,True,False,bike_lane,,,
81,3,True,1.0,False,True,False,bike_lane,,,
82,1,True,1.0,False,False,True,roadway,,,
83,1,True,1.0,False,True,False,bike_lane,,,
84,1,False,,,,,,,,
85,11,False,,,,,,,,
86,2,False,,,,,,,,
87,1,False,,,,,,,,
88,3,False,,,,,,,,
89,1,False,,,,,,,,
90,2,False,,,,,,,,
91,5,True,2.0,False,True,False,bike_lane,,,
92,1,False,,,,,,,,
93,1,False,,,,,,,,
94,1,False,,,,,,,,
95,1,False,,,,,,,,
96,1,False,,,,,,,,
97,1,False,,,,,,,,
98,3,True,1.0,False,False,True,roadway,,,
99,4,True,2.0,True,True,False,sidewalk,False,along_flow,0.9504407113686566
100,3,True,1.0,False,True,False,bike_lane,,,
101,1,False,,,,,,,,
102,2,False,,,,,,,,
103,1,False,,,,,,,,
104,2,False,,,,,,,,
105,1,False,,,,,,,,
106,1,False,,,,,,,,
107,1,True,1.0,False,True,False,bike_lane,,,
108,3,True,1.0,False,True,False,bike_lane,,,
109,2,False,,,,,,,,
110,2,False,,,,,,,,
111,2,False,,,,,,,,
112,2,True,2.0,False,False,True,roadway,,,
113,2,False,,,,,,,,
114,19,True,1.0,False,False,True,roadway,,,
115,3,False,,,,,,,,
116,4,False,,,,,,,,
117,2,False,,,,,,,,
118,2,False,,,,,,,,
119,3,False,,,,,,,,
120,1,False,,,,,,,,
121,2,False,,,,,,,,
122,6,False,,,,,,,,
123,8,False,,,,,,,,
124,1,False,,,,,,,,
125,3,False,,,,,,,,
126,8,True,1.0,False,False,True,roadway,,,
127,4,False,,,,,,,,
128,7,True,1.0,False,False,True,roadway,,,
129,3,False,,,,,,,,
130,2,False,,,,,,,,
131,1,False,,,,,,,,
132,2,False,,,,,,,,
133,3,False,,,,,,,,
134,13,False,,,,,,,,
135,4,False,,,,,,,,
136,4,False,,,,,,,,
137,2,False,,,,,,,,
138,2,False,,,,,,,,
139,4,False,,,,,,,,
140,23,False,,,,,,,,
141,10,False,,,,,,,,
142,4,False,,,,,,,,
143,2,False,,,,,,,,
144,10,False,,,,,,,,
145,2,True,2.0,False,True,False,bike_lane,,,
146,3,False,,,,,,,,
147,1,False,,,,,,,,
148,6,True,1.0,True,False,False,sidewalk,,,
149,14,True,4.0,True,False,True,sidewalk,True,against_flow,-0.8339747712361498
