n_imgs,has_target,n_det,in_sidewalk_any,in_bike_lane_any,in_roadway_any,dominant_space,wrong_way,direction,cos_to_flow,event_id
1,True,1.0,False,True,False,bike_lane,,,,37
2,True,1.0,False,True,False,bike_lane,,,,38
1,False,,,,,,,,,39
1,False,,,,,,,,,40
1,True,1.0,False,True,False,bike_lane,,,,41
1,False,,,,,,,,,42
1,False,,,,,,,,,43
1,True,1.0,False,True,False,bike_lane,,,,44
1,False,,,,,,,,,45
3,True,2.0,False,True,False,bike_lane,False,along_flow,0.47424833189495463,46
3,True,3.0,False,True,False,bike_lane,False,along_flow,0.9696324981948802,47
2,True,2.0,False,True,False,bike_lane,False,along_flow,0.982030480336254,48
1,True,1.0,False,True,False,bike_lane,,,,49
1,True,1.0,False,True,False,bike_lane,,,,50
4,True,1.0,False,True,False,bike_lane,,,,51
3,True,1.0,False,True,False,bike_lane,,,,52
3,True,2.0,False,True,False,bike_lane,True,against_flow,-0.9994825314047049,53
1,False,,,,,,,,,54
1,False,,,,,,,,,55
4,True,2.0,False,True,False,bike_lane,False,along_flow,0.9996558622232278,56
2,False,,,,,,,,,57
2,False,,,,,,,,,58
2,True,3.0,False,True,False,bike_lane,,,,59
3,True,4.0,False,True,False,bike_lane,False,along_flow,0.99266874221701,60
1,True,1.0,False,True,False,bike_lane,,,,61
2,True,1.0,False,True,False,bike_lane,,,,62
1,True,1.0,False,True,False,bike_lane,,,,63
2,False,,,,,,,,,64
1,False,,,,,,,,,65
2,True,1.0,False,True,False,bike_lane,,,,66
2,True,2.0,False,True,False,bike_lane,False,along_flow,0.9999910645392927,67
2,True,2.0,False,True,False,bike_lane,False,along_flow,0.9914667868658189,68
4,True,3.0,False,True,False,bike_lane,False,along_flow,0.997322406455518,69
2,True,3.0,False,True,False,bike_lane,False,along_flow,0.9985535323146371,70
2,False,,,,,,,,,71
3,False,,,,,,,,,72
4,True,1.0,False,True,False,bike_lane,,,,73
2,True,1.0,False,True,False,bike_lane,,,,74
3,True,1.0,False,True,False,bike_lane,,,,75
3,True,1.0,False,True,False,bike_lane,,,,76
1,True,1.0,False,True,False,bike_lane,,,,77
2,True,2.0,False,True,False,bike_lane,False,along_flow,0.9919433296403914,78
1,False,,,,,,,,,79
1,True,1.0,False,True,False,bike_lane,,,,80
3,True,2.0,False,True,False,bike_lane,False,along_flow,0.9964170172932665,81
2,True,1.0,False,True,False,bike_lane,,,,82
2,True,1.0,False,True,False,bike_lane,,,,83
1,True,1.0,False,True,False,bike_lane,,,,84
2,False,,,,,,,,,85
2,True,1.0,False,True,False,bike_lane,,,,86
1,False,,,,,,,,,87
1,True,3.0,False,True,False,bike_lane,,,,88
1,True,2.0,False,True,False,bike_lane,,,,89
1,False,,,,,,,,,90
2,True,1.0,False,True,False,bike_lane,,,,91
1,True,1.0,False,True,False,bike_lane,,,,92
1,True,1.0,False,True,False,bike_lane,,,,93
1,True,1.0,False,True,False,bike_lane,,,,94
3,True,2.0,False,True,False,bike_lane,True,against_flow,-0.6958630096104397,95
1,True,1.0,False,True,False,bike_lane,,,,96
1,True,1.0,False,True,False,bike_lane,,,,97
3,True,1.0,False,True,False,bike_lane,,,,98
1,False,,,,,,,,,99
2,True,2.0,False,True,False,bike_lane,False,along_flow,0.737669560081766,100
2,False,,,,,,,,,101
4,True,2.0,False,True,False,bike_lane,False,along_flow,0.9977907199976728,102
2,True,2.0,False,True,False,bike_lane,False,along_flow,0.9810454153289103,103
1,True,1.0,False,True,False,bike_lane,,,,104
3,True,2.0,False,True,False,bike_lane,False,along_flow,0.9636309734966617,105
1,True,1.0,False,True,False,bike_lane,,,,106
2,True,1.0,False,True,False,bike_lane,,,,107
2,True,1.0,False,True,False,bike_lane,,,,108
