n_imgs,has_target,n_det,in_sidewalk_any,in_bike_lane_any,in_roadway_any,dominant_space,wrong_way,direction,cos_to_flow,event_id
2,True,2.0,False,True,True,bike_lane,True,against_flow,-0.948478191558318,117
1,False,,,,,,,,,118
3,True,1.0,False,True,False,bike_lane,,,,119
1,False,,,,,,,,,120
2,False,,,,,,,,,121
2,False,,,,,,,,,122
3,False,,,,,,,,,123
4,False,,,,,,,,,124
2,True,2.0,True,False,False,sidewalk,True,against_flow,-0.9980630607248049,125
3,True,1.0,False,True,False,bike_lane,,,,126
1,False,,,,,,,,,127
2,True,1.0,True,False,False,sidewalk,,,,128
2,True,2.0,False,True,False,bike_lane,True,against_flow,-0.9894188739376563,129
2,True,4.0,True,True,False,sidewalk,True,against_flow,-0.9916941675391782,130
1,False,,,,,,,,,131
2,False,,,,,,,,,132
2,True,2.0,False,True,False,bike_lane,True,against_flow,-0.9958116153839347,133
2,True,1.0,False,True,False,bike_lane,,,,134
2,True,1.0,False,True,False,bike_lane,,,,135
